iteration,time_this_iter_s,time_total_s,num_env_steps_sampled_this_iter,num_env_steps_sampled_lifetime,episode_return_mean_training,episode_len_mean_training,p0_reward_mean,p1_reward_mean,p0_total_loss,p0_policy_loss,p0_vf_loss,p0_entropy,p0_kl_loss,p0_vf_explained_var,p1_total_loss,p1_policy_loss,p1_vf_loss,p1_entropy,p1_kl_loss,p1_vf_explained_var
17,28.82730484008789,540.7924132347107,16160,274720,0.8923076923076921,505.0,0.8201923076923076,0.07211538461538461,0.08395900577306747,-0.0007569087902083993,0.08067947626113892,67.8275146484375,0.005315478425472975,0.017233669757843018,0.0733470469713211,0.07134060561656952,9.54528422880685e-06,67.50086975097656,0.004437558352947235,-1.0
18,27.58926272392273,568.3816759586334,16160,290880,0.710576923076923,505.0,0.710576923076923,0.0,-0.0728483721613884,-0.1577223688364029,0.07940468937158585,67.77659606933594,0.00720237847417593,-0.006380438804626465,0.14277060329914093,0.13916322588920593,4.746058493765304e-06,67.557861328125,0.01601179875433445,-1.0
19,27.934152841567993,596.3158288002014,16160,307040,11.34038461538461,505.0,9.041346153846147,2.299038461538461,0.7073723673820496,-0.3634815216064453,1.0556503534317017,67.73462677001953,0.020021215081214905,0.22758257389068604,0.48091062903404236,-0.18225468695163727,0.6574486494064331,67.05661010742188,0.025407321751117706,-0.01845264434814453
20,27.77696704864502,624.0927958488464,16160,323200,3.576923076923077,505.0,3.200961538461539,0.37596153846153857,0.1277596652507782,-0.17320774495601654,0.29163050651550293,67.88927459716797,0.008197040297091007,0.009284496307373047,0.18537011742591858,0.12170745432376862,0.057826027274131775,67.34111785888672,0.017293669283390045,-0.0030344724655151367
21,28.332592010498047,652.4253878593445,16160,339360,0.0,505.0,0.0,0.0,-0.221547931432724,-0.2382562905550003,2.9435946089506615e-06,67.87187194824219,0.014665931463241577,-1.0,-0.22248338162899017,-0.23400616645812988,2.7324802431394346e-05,66.93850708007812,0.0340605154633522,-1.0
22,28.20607352256775,680.6314613819122,16160,355520,52.35961538461543,505.0,32.09903846153851,20.260576923076925,2.8725757598876953,-0.3069148659706116,3.1698551177978516,67.87509155273438,0.008459239266812801,-0.004373788833618164,2.5447840690612793,-0.09248027205467224,2.6274869441986084,67.1007080078125,0.019314004108309746,0.010086119174957275
23,28.211204290390015,708.8426656723022,16160,371680,0.16346153846153846,505.0,0.052884615384615384,0.11057692307692307,10.102949142456055,0.08830156922340393,10.0,67.95953369140625,0.01285906508564949,-1.0,0.03780100494623184,0.019282273948192596,0.010649358853697777,67.07170867919922,0.01554444432258606,0.004052162170410156
24,27.696136236190796,736.538801908493,16160,387840,10.952884615384608,505.0,8.155769230769224,2.797115384615385,1.119415521621704,0.08676904439926147,1.026010513305664,67.86758422851562,0.0058257095515728,-0.009063363075256348,0.27740731835365295,0.06921348720788956,0.20318937301635742,67.18399810791016,0.009885449893772602,-0.004537820816040039
25,32.63626456260681,769.1750664710999,16160,404000,62.317307692307836,505.0,29.979807692307762,32.33750000000009,2.7076330184936523,-0.10208197683095932,2.800283432006836,67.94342041015625,0.008280246518552303,0.006078004837036133,2.470463514328003,0.11140497773885727,2.3431942462921143,66.64360809326172,0.031336136162281036,0.003277301788330078
26,32.883994817733765,802.0590612888336,16160,420160,4.484615384615385,505.0,3.731730769230769,0.752884615384615,0.720209002494812,0.12314695119857788,0.5836716890335083,67.91413879394531,0.011755621992051601,0.0031844377517700195,0.12472231686115265,0.05326179414987564,0.059271980077028275,66.76016235351562,0.01605076529085636,0.020749568939208984
27,33.41010022163391,835.4691615104675,16160,436320,0.8365384615384616,505.0,0.8365384615384616,0.0,0.004185454919934273,-0.16998782753944397,0.15695925056934357,67.9620361328125,0.015112466178834438,-0.005581855773925781,0.005269131623208523,-0.00845897477120161,1.593370507180225e-05,66.17048645019531,0.018057173117995262,-1.0
28,34.251283407211304,869.7204449176788,16160,452480,8.896153846153844,505.0,6.207692307692303,2.6884615384615382,0.6288673281669617,-0.20647519826889038,0.8238467574119568,67.8051986694336,0.010092400945723057,0.006890833377838135,-0.015283796004951,-0.5623509287834167,0.5355716943740845,66.17498779296875,0.015138017944991589,0.0013575553894042969
29,33.574729204177856,903.2951741218567,16160,468640,49.888461538461634,505.0,29.094230769230826,20.794230769230793,2.4062938690185547,0.1822732537984848,2.202177047729492,68.02249908447266,0.019177164882421494,0.005075514316558838,1.6847442388534546,-0.14223989844322205,1.7992640733718872,66.19098663330078,0.03650385141372681,-0.0007585287094116211
30,33.419241189956665,936.7144153118134,16160,484800,0.8990384615384617,505.0,0.8144230769230771,0.0846153846153846,0.06192164868116379,-0.22577926516532898,0.2765918970108032,67.75242614746094,0.009752755053341389,-0.004540205001831055,0.15367941558361053,0.1488504409790039,0.00014932586054783314,66.38452911376953,0.0041083344258368015,-1.0
31,34.528008699417114,971.2424240112305,16160,500960,0.0,505.0,0.0,0.0,0.1079670786857605,0.09135451912879944,9.117128502111882e-05,67.7562255859375,0.014504377730190754,-1.0,-0.025632726028561592,-0.03671570494771004,2.545477173043764e-06,66.25252532958984,0.019455358386039734,-1.0
32,34.03120136260986,1005.2736253738403,16160,517120,22.254807692307672,505.0,15.013461538461526,7.241346153846148,2.2288196086883545,-0.07548479735851288,2.3000543117523193,67.72460174560547,0.003730899654328823,-0.003610849380493164,1.0089423656463623,-0.05971217155456543,1.0614081621170044,66.8496322631836,0.01272360235452652,0.01102989912033081
33,34.07396197319031,1039.3475873470306,16160,533280,0.11538461538461539,505.0,0.11538461538461539,0.0,0.10721351206302643,0.10118594020605087,8.214236731873825e-05,67.7808837890625,0.01043919287621975,-1.0,0.08776715397834778,0.07784528285264969,4.8855428758542985e-05,66.56698608398438,0.017335308715701103,-1.0
34,33.581286907196045,1072.9288742542267,16160,549440,0.5451923076923076,505.0,0.5451923076923076,0.0,0.18614687025547028,-0.16839490830898285,0.3470473289489746,67.7240219116211,0.013158950954675674,0.031968653202056885,0.039486534893512726,0.030814915895462036,2.911528281401843e-05,66.49800872802734,0.01517477910965681,-1.0
35,33.96843123435974,1106.8973054885864,16160,565600,0.9567307692307693,505.0,0.6182692307692308,0.33846153846153865,0.14431625604629517,0.0913885235786438,0.04114925116300583,67.80756378173828,0.020681019872426987,-0.23212718963623047,-0.08819785714149475,-0.2802130877971649,0.18511435389518738,66.00566101074219,0.012116678059101105,0.0024421215057373047
36,33.59153771400452,1140.488843202591,16160,581760,14.6403846153846,505.0,10.263461538461529,4.376923076923076,0.9501309990882874,0.029208550229668617,0.9070121049880981,68.16836547851562,0.016282638534903526,0.037069857120513916,0.6988953351974487,-0.5112150311470032,1.1979867219924927,65.97772216796875,0.0212872214615345,-0.0021113157272338867
37,33.659608364105225,1174.1484515666962,16160,597920,205.69615384615372,505.0,95.82115384615375,109.87499999999999,9.471633911132812,-0.1692141741514206,9.62535572052002,67.80292510986328,0.018135089427232742,-0.002025127410888672,10.014289855957031,0.06274096667766571,9.938652038574219,66.52045440673828,0.015097295865416527,0.001739501953125
38,33.99996781349182,1208.148419380188,16160,614080,0.3384615384615384,505.0,0.3384615384615384,0.0,0.10720594227313995,0.08867224305868149,0.009901962243020535,67.73651123046875,0.01010391116142273,-0.02681577205657959,-0.012826574966311455,-0.028628583997488022,7.476713653886691e-05,66.20762634277344,0.01840958185493946,-1.0
39,34.33851194381714,1242.4869313240051,16160,630240,17.128846153846148,505.0,13.208653846153835,3.9201923076923055,1.3324724435806274,-0.2409263700246811,1.560945749282837,67.563232421875,0.014577135443687439,-0.12572073936462402,0.48987239599227905,0.2494492381811142,0.2295638620853424,65.37003326416016,0.012711347080767155,0.06003695726394653
40,33.63238978385925,1276.1193211078644,16160,646400,7.677884615384613,505.0,5.723076923076921,1.9548076923076911,0.7991283535957336,-0.2025548815727234,0.9931978583335876,67.6050033569336,0.009932685643434525,0.019948720932006836,0.2525728642940521,0.06753620505332947,0.17708970606327057,66.73208618164062,0.009302330203354359,-0.06334960460662842
41,34.05209493637085,1310.1714160442352,16160,662560,2.9701923076923085,505.0,2.8048076923076923,0.16538461538461535,0.19189368188381195,-0.11681364476680756,0.29963764548301697,67.6683349609375,0.010616577230393887,0.2193453311920166,0.12082334607839584,0.09280777722597122,0.01836039498448372,66.79145812988281,0.011301916092634201,-0.07474243640899658
42,33.94419288635254,1344.1156089305878,16160,678720,0.9836538461538459,505.0,0.9307692307692306,0.052884615384615384,0.1358460932970047,0.008967113681137562,0.11343276500701904,67.59685516357422,0.015739524737000465,0.2204861044883728,-0.06320354342460632,-0.0875946581363678,0.01843780279159546,66.21312713623047,0.006968664936721325,-0.1122899055480957
43,33.575907945632935,1377.6915168762207,16160,694880,45.95096153846158,505.0,26.25673076923082,19.694230769230778,3.4268181324005127,-0.054957740008831024,3.46970272064209,67.62500762939453,0.014132138341665268,0.0013922452926635742,2.0478644371032715,-0.16391316056251526,2.1974666118621826,65.22571563720703,0.01675213873386383,0.0011230111122131348
44,34.927603006362915,1412.6191198825836,16160,711040,354.7451923076923,505.0,170.44615384615392,184.29903846153846,9.743742942810059,-0.10623235255479813,9.829832077026367,67.70372772216797,0.023580025881528854,0.029619336128234863,10.18220329284668,0.4123845100402832,9.754903793334961,65.73169708251953,0.017459265887737274,-0.001288294792175293
45,33.94135022163391,1446.5604701042175,16160,727200,3.075961538461539,505.0,2.322115384615384,0.7538461538461537,0.36553043127059937,0.02205398865044117,0.335210919380188,67.40140533447266,0.006450150161981583,0.298700213432312,0.08715829998254776,-0.04548560827970505,0.11791126430034637,66.47528839111328,0.01724535971879959,-0.0087815523147583
46,33.905123472213745,1480.4655935764313,16160,743360,13.597115384615371,505.0,9.987499999999986,3.6096153846153842,0.8286706209182739,0.05725548416376114,0.7582684755325317,67.45348358154297,0.010259288363158703,0.20937907695770264,0.36735033988952637,0.02080272138118744,0.3380085825920105,66.32176971435547,0.009995398111641407,0.017879128456115723
47,34.25669240951538,1514.7222859859467,16160,759520,10.191346153846148,505.0,6.952884615384609,3.2384615384615385,0.7213903069496155,-0.1972934752702713,0.9088577628135681,67.33903503417969,0.00766785116866231,0.3721745014190674,0.4936826527118683,-0.029744915664196014,0.5173805356025696,66.46173095703125,0.0070784324780106544,0.08599323034286499
48,34.007789611816406,1548.730075597763,16160,775680,0.0,505.0,0.0,0.0,-0.3973463475704193,-0.40727338194847107,0.0002842500398401171,67.34062957763672,0.007524909917265177,-1.0,-0.011696971021592617,-0.02280498668551445,0.0011093025095760822,66.27437591552734,0.011704026721417904,-1.0
49,34.87074089050293,1583.600816488266,16160,791840,4.658653846153846,505.0,4.276923076923078,0.3817307692307692,0.3350735604763031,0.09130639582872391,0.22099441289901733,67.68780517578125,0.017771149054169655,0.08778154850006104,-0.02952471747994423,-0.12377895414829254,0.07658805698156357,65.80891418457031,0.020679211243987083,0.033258914947509766
50,31.44862174987793,1615.049438238144,16160,808000,93.15673076923115,505.0,42.38942307692324,50.76730769230793,3.6130216121673584,0.017393669113516808,3.5815811157226562,67.86790466308594,0.010962005704641342,-0.015067696571350098,4.89752721786499,0.044557102024555206,4.838406562805176,65.49776458740234,0.011365056969225407,0.0027103424072265625
51,34.80915975570679,1649.8585979938507,16160,824160,3.9874999999999994,505.0,3.580769230769231,0.4067307692307693,9.921133995056152,-0.09227394312620163,10.0,67.37102508544922,0.010462864302098751,0.05808049440383911,10.09375,0.07821022719144821,10.0,65.98108673095703,0.012126069515943527,-0.023701786994934082
52,33.33335542678833,1683.191953420639,16160,840320,7.19326923076923,505.0,5.740384615384613,1.4528846153846153,0.6926974058151245,0.06812401115894318,0.6086764931678772,67.57540130615234,0.012405422516167164,-0.008417487144470215,9.955361366271973,-0.06337020546197891,10.0,65.36920928955078,0.014616869390010834,-0.057598114013671875
53,31.06499934196472,1714.2569527626038,16160,856480,7.315384615384614,505.0,5.92884615384615,1.3865384615384617,0.80171138048172,0.011926020495593548,0.7755029797554016,67.4112548828125,0.011145531199872494,0.12243294715881348,10.063568115234375,0.04618744179606438,10.0,65.4012451171875,0.013564135879278183,-0.06146645545959473
54,34.36846876144409,1748.6254215240479,16160,872640,16.78653846153845,505.0,12.570192307692297,4.216346153846153,1.148826241493225,0.22943149507045746,0.901668131351471,67.84867095947266,0.013833148404955864,0.2818176746368408,10.067919731140137,0.03585582599043846,10.0,64.71478271484375,0.025021759793162346,-0.003407120704650879
55,33.14932823181152,1781.7747497558594,16160,888800,0.8153846153846153,505.0,0.6394230769230769,0.17596153846153847,0.15145470201969147,0.026543285697698593,0.10725607722997665,67.35223388671875,0.013777676038444042,-0.021231651306152344,9.968231201171875,-0.04808184504508972,10.0,65.28443145751953,0.008486774750053883,0.006248772144317627
56,29.125580072402954,1810.9003298282623,16160,904960,12.01249999999999,505.0,9.429807692307682,2.5826923076923074,0.7122889161109924,0.032452650368213654,0.6610419154167175,67.99226379394531,0.014666527509689331,0.4095531105995178,9.852444648742676,-0.1742507964372635,10.0,64.05757904052734,0.013888003304600716,0.016393423080444336
57,31.907055139541626,1842.807384967804,16160,921120,0.2105769230769231,505.0,0.2105769230769231,0.0,-0.06593745946884155,-0.0897834300994873,0.002292611636221409,67.58918762207031,0.016819575801491737,-1.0,9.95637321472168,-0.06273477524518967,10.0,64.46533203125,0.009940682910382748,-1.0
58,33.6678524017334,1876.4752373695374,16160,937280,0.0,505.0,0.0,0.0,0.07018764317035675,0.04464467987418175,6.618094630539417e-05,67.8175048828125,0.019881287589669228,-1.0,9.9788818359375,-0.03826869651675224,10.0,64.76197814941406,0.00892240833491087,-1.0
59,34.26918292045593,1910.7444202899933,16160,953440,2.865384615384616,505.0,2.452884615384615,0.4124999999999999,0.36871176958084106,0.06188693270087242,0.2919639050960541,67.0998764038086,0.011596995405852795,0.1772977113723755,10.055137634277344,0.04209248349070549,10.0,64.89614868164062,0.006786759942770004,-1.0
60,34.159958839416504,1944.9043791294098,16160,969600,0.057692307692307696,505.0,0.057692307692307696,0.0,-0.07636108994483948,-0.09666839987039566,0.0035779662430286407,67.12948608398438,0.013055057264864445,0.17068201303482056,9.995746612548828,-0.01479002833366394,10.0,65.61978149414062,0.0054819923825562,-1.0
61,34.76184010505676,1979.6662192344666,16160,985760,6.42403846153846,505.0,5.556730769230767,0.8673076923076926,0.4142080545425415,-0.1393972784280777,0.5419247150421143,66.97357177734375,0.009115204215049744,0.23183012008666992,10.075533866882324,0.06001283973455429,10.0,65.44507598876953,0.008074669167399406,-0.005552053451538086
62,34.570690631866455,2014.236909866333,16160,1001920,12.898076923076916,505.0,8.97115384615384,3.9269230769230767,0.38280439376831055,-0.13437865674495697,0.4961068332195282,67.56430053710938,0.016447223722934723,0.2847832441329956,10.042413711547852,0.02092575840651989,10.0,64.96481323242188,0.011179016903042793,-0.006464123725891113
63,34.14529275894165,2048.3822026252747,16160,1018080,3.279807692307692,505.0,3.0721153846153846,0.20769230769230768,-0.12124675512313843,-0.5148652195930481,0.37048402428627014,67.54347229003906,0.018053418025374413,0.5346227884292603,10.040702819824219,0.020114142447710037,10.0,64.12479400634766,0.010711150243878365,-1.0
64,34.808074951171875,2083.1902775764465,16160,1034240,0.0,505.0,0.0,0.0,-0.14880000054836273,-0.17284530401229858,5.63635585422162e-05,67.5147705078125,0.018720222637057304,-1.0,9.969770431518555,-0.04570992663502693,10.0,64.64643096923828,0.008053046651184559,-1.0
65,34.34291172027588,2117.5331892967224,16160,1050400,0.3182692307692308,505.0,0.3182692307692308,0.0,-0.4072989523410797,-0.4854569733142853,0.06801147758960724,67.22637176513672,0.007918033748865128,0.04126441478729248,9.969539642333984,-0.04346168413758278,10.0,65.35204315185547,0.006764123681932688,-1.0
66,35.11264514923096,2152.6458344459534,16160,1066560,0.30192307692307696,505.0,0.30192307692307696,0.0,0.12492039799690247,0.09200218319892883,0.01859966292977333,67.033935546875,0.011173753067851067,0.01967722177505493,9.9918851852417,-0.023956581950187683,10.0,64.94307708740234,0.008241268806159496,-1.0
67,28.486659288406372,2181.1324937343597,16160,1082720,2.592307692307692,505.0,2.464423076923077,0.12788461538461537,0.12639589607715607,-0.05000373721122742,0.15724705159664154,67.42018127441406,0.01494609285145998,0.3054322600364685,10.0037841796875,-0.01267640758305788,10.0,64.56005859375,0.00856357254087925,-1.0
68,28.36799430847168,2209.5004880428314,16160,1098880,0.4384615384615386,505.0,0.38557692307692315,0.052884615384615384,-0.22050297260284424,-0.3714545965194702,0.13325467705726624,67.46629333496094,0.013810163363814354,0.01850682497024536,9.992380142211914,-0.021158790215849876,10.0,65.0679931640625,0.007043410092592239,-1.0
69,29.03998613357544,2238.540474176407,16160,1115040,0.37692307692307686,505.0,0.37692307692307686,0.0,-0.361257940530777,-0.814370334148407,0.44064685702323914,66.82306671142578,0.009727725759148598,0.028419017791748047,9.969345092773438,-0.04354991763830185,10.0,65.12483978271484,0.0067086913622915745,-1.0
70,29.93818187713623,2268.478656053543,16160,1131200,0.12307692307692307,505.0,0.12307692307692307,0.0,-0.1491665244102478,-0.18376284837722778,0.0199730284512043,67.24616241455078,0.011411558836698532,0.14299750328063965,9.974687576293945,-0.04312223568558693,10.0,64.55825805664062,0.009264844469726086,-1.0
71,29.98694157600403,2298.465597629547,16160,1147360,0.40576923076923066,505.0,0.34807692307692295,0.057692307692307696,0.23011362552642822,0.21705037355422974,0.0012519279262050986,66.99835205078125,0.00921719055622816,-1.0,9.979080200195312,-0.03787726163864136,10.0,64.71845245361328,0.008822683244943619,-1.0
72,29.233222246170044,2327.698819875717,16160,1163520,7.560576923076923,505.0,5.024038461538461,2.536538461538461,0.25579753518104553,-0.14211033284664154,0.37964344024658203,67.7110824584961,0.014253011904656887,0.3038756847381592,0.5357837080955505,-0.07749129086732864,0.5886964201927185,64.54907989501953,0.01278688944876194,0.06502830982208252
73,28.84902548789978,2356.547845363617,16160,1179680,0.0,505.0,0.0,0.0,0.04858352988958359,0.027560314163565636,1.9205072021577507e-05,66.92752075195312,0.016390876844525337,-1.0,-0.5024698376655579,-0.5204089879989624,0.000786519143730402,64.92169189453125,0.008923615328967571,-1.0
74,28.290752410888672,2384.8385977745056,16160,1195840,11.106730769230762,505.0,8.853846153846145,2.252884615384615,0.6281914114952087,-0.24366119503974915,0.8517055511474609,67.6607437133789,0.015722176060080528,0.1597406268119812,0.1240287646651268,-0.19455187022686005,0.3014245629310608,63.91632843017578,0.008925371803343296,0.019385874271392822
75,31.352200031280518,2416.190797805786,16160,1212000,7.487499999999998,505.0,6.182692307692307,1.3048076923076926,0.24734340608119965,-0.15855135023593903,0.38418030738830566,67.80064392089844,0.016945255920290947,0.3467073440551758,0.04650115594267845,-0.1383228898048401,0.15948486328125,63.72540283203125,0.013182605616748333,0.0282362699508667
76,28.812318801879883,2445.003116607666,16160,1228160,0.47788461538461535,505.0,0.37788461538461543,0.1,0.09735734015703201,0.038926977664232254,0.028930997475981712,67.2152099609375,0.02302037924528122,0.08338183164596558,-0.10574682056903839,-0.14598579704761505,0.022322695702314377,64.22598266601562,0.009320867247879505,-0.06362497806549072
77,31.62318778038025,2476.6263043880463,16160,1244320,180.19134615384615,505.0,98.78846153846153,81.40288461538466,9.793031692504883,-0.20012691617012024,9.973694801330566,67.09343719482422,0.010126044973731041,0.004029035568237305,9.387380599975586,-0.15164010226726532,9.522174835205078,64.66907501220703,0.008764282800257206,0.008157074451446533
78,34.30587196350098,2510.9321763515472,16160,1260480,18.87692307692306,505.0,12.422115384615378,6.454807692307687,1.0033828020095825,0.0045616356655955315,0.9884994029998779,66.98483276367188,0.005369821097701788,0.3181747794151306,1.5073455572128296,-0.18018099665641785,1.6762278079986572,65.0802993774414,0.0058781178668141365,0.041972339153289795
79,33.67394304275513,2544.6061193943024,16160,1276640,1.7749999999999997,505.0,1.7749999999999997,0.0,0.36357882618904114,0.23544256389141083,0.1016259640455246,67.79276275634766,0.013791884295642376,0.1929537057876587,0.16925594210624695,0.1474299430847168,0.0007880544872023165,64.1652603149414,0.01094491221010685,-1.0
80,28.76527214050293,2573.3713915348053,16160,1292800,0.3269230769230769,505.0,0.3269230769230769,0.0,0.013973841443657875,-0.03859369084239006,0.03444932401180267,67.34892272949219,0.009425917640328407,0.11866986751556396,0.22523841261863708,0.2011079490184784,0.0004099700308870524,64.60370635986328,0.012340489774942398,-1.0
81,30.867148399353027,2604.2385399341583,16160,1308960,9.90673076923076,505.0,7.670192307692303,2.2365384615384603,0.981485903263092,0.383827805519104,0.5828705430030823,67.26750183105469,0.007693184539675713,0.11802303791046143,0.3662089407444,0.011064773425459862,0.33852872252464294,64.21797943115234,0.00864414032548666,0.0008752346038818359
82,29.304063081741333,2633.5426030158997,16160,1325120,0.0,505.0,0.0,0.0,0.009264696389436722,-0.029446346685290337,9.932746615959331e-05,67.88090515136719,0.02008758671581745,-1.0,-0.21144744753837585,-0.23169751465320587,0.0008060410618782043,63.75077438354492,0.010115680284798145,-1.0
83,31.0473895072937,2664.5899925231934,16160,1341280,4.712499999999998,505.0,4.121153846153844,0.5913461538461539,0.7103022336959839,0.40966564416885376,0.28339701890945435,67.21115112304688,0.0059792096726596355,0.045656681060791016,0.31451183557510376,0.28817835450172424,0.010663076303899288,64.66776275634766,0.00815243273973465,-0.07151973247528076
84,30.206771850585938,2694.7967643737793,16160,1357440,0.5528846153846154,505.0,0.48076923076923084,0.07211538461538461,0.05682285130023956,0.003293537301942706,0.04267624393105507,67.00166320800781,0.0037641783710569143,0.015313267707824707,0.15708011388778687,0.14607493579387665,0.0006186030805110931,64.66729736328125,0.005403559189289808,-1.0
85,31.20774221420288,2726.004506587982,16160,1373600,2.1942307692307694,505.0,2.1317307692307694,0.0625,0.20075973868370056,-0.0792020708322525,0.266498327255249,67.02091217041016,0.009339101612567902,0.04156988859176636,0.15637850761413574,0.14661847054958344,0.00015056983102113008,64.67414855957031,0.004999285563826561,-1.0
86,31.290606021881104,2757.2951126098633,16160,1389760,0.07211538461538461,505.0,0.07211538461538461,0.0,0.10386168211698532,0.09825708717107773,0.00022338594135362655,66.91629791259766,0.00373274483717978,-1.0,0.26599547266960144,0.25365185737609863,6.201874202815816e-05,64.83778381347656,0.012778913602232933,-1.0
87,34.539674520492554,2791.834787130356,16160,1405920,0.0,505.0,0.0,0.0,-0.4281313419342041,-0.4427349269390106,0.00021835493680555373,66.92029571533203,0.01995699293911457,-1.0,-0.1825329065322876,-0.1985737681388855,5.054248686064966e-05,64.96078491210938,0.016637783497571945,-1.0
